face, confidence, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c,File
0,0,0,0,0,0.23,0.62,1.02,0.52,0.8,0.08,0,0.51,0.87,2.22,0.78,0,1.43,1.01,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,Training_10204058_surgical_green.csv 
0,0.025,0.25,0,0,0,0.1,0,0,0,0,0,0.72,0,2.13,0.47,0,0.02,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,Training_10235859_inpaint.csv 
0,0.025,0.73,0,0.23,0.54,1.9,3.08,0.82,0,0.04,0,0.45,0.63,2.23,0.19,0,0.77,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,Training_10235859_surgical.csv 
0,0.825,0,0,1.79,1.64,0,0.54,0,0.88,0.43,1.3,0.59,2.98,1.05,0.75,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,Training_10336071_N95.csv 
0,0.875,0,0,0.91,0.76,0.09,0.77,0,0.57,0,0,0.79,0.49,3.3,0.43,0,0,0.02,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,Training_10336071_surgical_blue.csv 
0,0.875,0,0,1.4,0,0.6,1.68,1.13,0.37,0,0.15,0.52,0,0.76,0,0.11,0.64,0,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,Training_10399611_surgical_blue.csv 
0,0,0,0,1.57,0,0.72,1.66,1.16,0.75,0.22,0,1.53,1.24,2.92,1.15,0,1.35,0.15,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,Training_10408895_surgical_blue.csv 
0,0,0.92,0,0.23,0,1.52,2.2,1.21,1.02,0.26,0.03,0.29,0.58,1.95,0.22,0,0.5,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,Training_1055316_surgical.csv 
0,0,0.88,0,0.18,0,1.79,3.19,1.17,1.21,0.24,0,0,0.68,1.99,0.28,0,0.42,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,Training_1055316_surgical_green.csv 
0,0,0,0,0,0,0.79,0.89,0,0.05,0.19,0.46,1.36,1.64,1,0.31,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,Training_10642717_cloth.csv 
0,0,0.43,0,0,0.23,0.68,0.62,0,0,0.68,0,0.56,0.62,0.36,0,0.55,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,Training_10642717_gas.csv 
0,0,0,0,0,0,0.6,0.96,0,0,0.81,0,1.03,1.51,0.61,0.3,0,0.63,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,Training_10642717_KN95.csv 
0,0,0.31,0,0,0.2,0.73,0.96,0,0,0.32,1.38,0.65,0,1.44,0.74,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,Training_10642717_N95.csv 
0,0.975,0,0,0,0,1.23,1.86,0.75,0.52,0.91,0.85,0.77,0,1.03,0.09,0.75,0.58,0,1,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,Training_10642717_surgical.csv 
0,0.025,0,0,0.12,0.62,0.27,2.04,1.18,0.81,0.2,0,1.41,0,0.06,1.03,1.33,0.75,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,Training_10642717_surgical_blue.csv 
0,0.975,0,0,0,0,1.27,1.77,0.61,0.7,0.99,1,0.81,0,2.11,0.15,0.95,0.78,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0,1,Training_10642717_surgical_green.csv 
0,0.975,0.31,0,0,0.27,0.6,2.35,0.26,0.3,0.78,0.15,1.09,2.58,1.61,0.53,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,Training_10650422_cloth.csv 
0,0.875,0.83,0.51,0.58,0.25,0.18,0.77,0.5,0.23,1.14,1.16,0.8,1.87,0.15,0.4,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,Training_10650422_gas.csv 
0,0.025,0.35,0,0,0,0.71,1.63,0,0.88,1.15,0.47,1.87,1.22,1.24,0.75,0,0.38,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,Training_10650422_KN95.csv 
0,0.875,0.27,0.05,0.34,0.08,0.29,1.59,0.72,0.25,0.19,1.5,0.67,2.08,0.23,0.32,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,Training_10650422_N95.csv 
0,0.875,0.48,0,0,0.07,1.46,2.22,1,1.24,0.46,0,0.82,0.66,1.44,0.55,0,0.69,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,Training_10650422_surgical.csv 
0,0.875,0.31,0,0,0,1.67,3.21,1.17,0.87,0.37,0,0.87,0,2.35,0.25,0,0.56,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,Training_10650422_surgical_blue.csv 
0,0.875,0.58,0,0,0,1.24,1.75,0.7,0.78,0.53,0,0.85,0.5,1.64,0.88,0,0.79,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,Training_10650422_surgical_green.csv 
0,0,0,0,0,0.46,0.46,0.26,0.25,1.52,0.79,0.49,1.39,2.73,2.04,0.51,0,0,0.43,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,Training_10677931_cloth.csv 
0,0.875,0.05,0,0.57,0,0,0.5,0.2,1.15,1.23,0.85,0.65,2.02,0.54,0,0,0,0.09,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,Training_10677931_gas.csv 
0,0,0.21,0,0.41,0,0,0,0,0,0.13,0.02,0.07,2.38,1.26,0,0.58,0.9,0.45,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,Training_10677931_inpaint.csv 
0,0,0,0,0,0,0.14,0,0,1.12,0.78,1.18,1.37,2.71,0.72,1.29,0,0,0.38,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,Training_10677931_KN95.csv 
0,0,0,0,0.39,0.16,0,0.09,0.45,1.22,0.25,0,1.02,2.95,0.55,0.19,0,0.04,0.05,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,Training_10677931_N95.csv 
0,0,0,0,0,0,1.11,0,0.72,0.15,0.71,0,0.66,1.45,1.49,0.45,0,0,0.5,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,Training_10677931_surgical.csv 
0,0,0,0,0,0,0.78,0.12,0.45,0,0.52,0,0.81,1.11,1.62,0.95,0.08,0,0.36,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,Training_10677931_surgical_blue.csv 
0,0,0,0,0.01,0,1.1,0.46,0.79,0.19,0.55,0,0.38,1.19,1.79,0.72,0,0.45,0.36,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,Training_10677931_surgical_green.csv 
0,0,0,0,0,0,1.28,1.92,0.91,0.14,0.64,0,0.09,0.29,1.44,0.17,0.15,1.96,0.09,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,Training_10883978_surgical.csv 
0,0.025,0,0,0.18,0,1.8,2.99,1.52,1.33,0.15,0,0.66,1.94,1.23,0.39,0,0.86,0,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,Training_10926620_cloth.csv 
0,0.025,0.1,0,0.55,0,1.66,3.49,1.82,1.51,0.52,1.21,0.63,0.57,2.01,1.15,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,Training_10926620_gas.csv 
0,0.025,0,0,0,0,1.5,3.53,1.17,0.68,0.72,0,0.87,1.42,0.78,0.52,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,Training_10926620_KN95.csv 
0,0.025,0,0,0.51,0,1.08,3.3,1.79,1.68,0.3,1.83,1.63,2.26,1.42,0.35,0,1.21,0,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,Training_10926620_N95.csv 
0,0.825,0,0,0.03,0.19,2.21,4.15,1.51,0.32,0.03,0,0.31,1.23,2.98,0.49,0,0.85,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,Training_10926620_surgical.csv 
0,0.025,0,0,0,0,2.29,3.89,1.25,0.31,0.32,0,0.31,1.15,2.1,0.84,0,0.45,0,0,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,Training_10926620_surgical_blue.csv 
0,0.725,0,0,0,0.57,2.27,4.35,1.62,0.27,0.19,0,0.39,0.65,2.58,0.57,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,Training_10926620_surgical_green.csv 
0,0.875,0,0,0.62,0,0.35,0.11,0.47,0.45,1.4,1.86,1.09,0.97,1.2,0.19,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,Training_10963954_gas.csv 
0,0.025,0,0,1.02,0,0,0,0,0,0.36,0.17,0,0,2.11,0.32,0,1.06,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,Training_10963954_inpaint.csv 
0,0.025,0,0,0.15,0,0,0,0.01,0,0,0,0.96,0.82,1.01,0.57,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,Training_10963954_KN95.csv 
0,0.025,0,0,0,0,0.36,0,0.41,0.82,0.04,0,1.17,1.11,1.57,0.22,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,Training_10963954_N95.csv 
0,0.775,0,0,0,0,1.29,0.28,1.22,0.12,0.41,0,0.63,0.55,1.75,0.65,0,1.06,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,Training_10963954_surgical.csv 
0,0.025,0,0,0,0,1.52,0.77,1.22,0.06,0.55,0,0,0.53,2.54,0.53,0,1.7,0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,Training_10963954_surgical_blue.csv 
0,0.025,0,0,0,0,1.22,0.61,0.79,0,0.47,0,0.41,0.02,2.2,1,0,0.14,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,Training_10963954_surgical_green.csv 
0,0.875,0,0,0,1.33,0.41,0.45,0.26,1.08,0.46,0,0.33,0.06,0.43,0.46,0.03,0.27,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,Training_10984846_surgical.csv 
0,0.875,0,0,0,1.76,0.6,0.44,0.25,1.16,0.44,0.29,0.29,0,1.19,0.23,0.08,0.59,0,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,Training_10984846_surgical_blue.csv 
0,0.875,0,0,0,2.14,0.56,0.35,0.14,1.26,0.31,0,0.25,0,1.76,0.28,0.09,0.41,0,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,Training_10984846_surgical_green.csv 
0,0.925,0,0,0,0.22,0,0.06,0,0,0.77,0.82,0.89,0,0.87,0.07,0,0,1.13,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,Training_11106902_cloth.csv 
0,0.875,0.89,0,0,0,0,0.19,0,0,0.48,0.04,0.6,0,1.07,0,0.4,0,0.88,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,Training_11106902_gas.csv 
0,0.875,0.37,0,0,0,0.36,0,0,0,0.45,0.64,0.63,1.58,1.43,1.04,0,0,0.6,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,Training_11106902_KN95.csv 
0,0.875,0,0,0,0.42,0,0.26,0.04,0.41,0.15,0.54,0.74,0.63,0.35,0.5,0,0,0.75,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,Training_11106902_N95.csv 
0,0.875,0.03,0,0,0,0,1.18,1.02,0.32,0.59,0,0.55,0.27,1.4,0.18,0,0,1.59,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,Training_11106902_surgical.csv 
0,0.875,0,0,0,0,0,0.61,0.58,0.32,0.39,0.17,0.94,0.25,3.01,0.32,0.05,0,1.27,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,Training_11106902_surgical_blue.csv 
0,0.025,0,0,0,0,0,0.59,0.9,0.28,0.42,0,0.45,0.54,2.18,0.32,0,0.21,1.52,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,Training_11106902_surgical_green.csv 
0,0.975,0,0,0.55,0,0.33,2.73,1.62,0.52,0.89,0.84,0.87,0.05,0.43,0.22,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,Training_11108167_gas.csv 
0,0.875,0,0,0,0,0.61,1.74,0.8,0,0.24,0,0,0,0.29,0,0.23,1.33,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,Training_11108167_inpaint.csv 
0,0,0,0,0,0,0.37,1.6,0.71,0.09,0,0,1.37,1.7,2.12,1.02,0,0.75,0.06,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,Training_11108167_KN95.csv 
0,0.775,0,0,0,0,1.33,3.48,2.12,0,0.16,0,1.16,0.12,1.43,0.62,0,0.7,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1,Training_11108167_surgical_blue.csv 
0,0.525,0.02,0,0,0.23,0.3,0,0.61,0.97,0.72,2.37,0.22,0,0,0,0.37,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,Training_11112803_KN95.csv 
0,0.875,0,0,1.17,0,1.62,2.57,0,1.56,1.77,0.64,0.75,1.62,0.62,0.85,0.53,0.56,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,Training_11113914_cloth.csv 
0,0.875,0,0,1.15,0.25,0,0.68,0.4,0.91,0.79,1.22,1.52,3.03,0,0.95,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,Training_11175351_gas.csv 
0,0.025,0,0,0.2,0,0.22,0.71,0,0.39,0.86,0.19,1.12,1.62,1.3,0.85,0,0.09,0.19,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,Training_11175351_KN95.csv 
0,0.025,0,0,0.1,0,1.01,1.97,0.62,0,0.35,0,0.73,0.59,1.75,0.24,0,0.93,0.25,0,1,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,Training_11175351_surgical_blue.csv 
0,0,0,0,0,0.39,0,0,0,0.11,1.67,2.18,1.48,1.71,0.66,0.53,0.03,0,0.03,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,Training_11398410_gas.csv 
0,0.875,0,0.42,0,0,0,0,0,0,0.4,0.32,0,0.12,0.99,0,0.05,0.77,0.23,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Training_11398410_inpaint.csv 
0,0.825,0,0,0,0,0,0,0,0.74,1.06,0.66,1.42,0,0.08,0.41,0,0.27,0.19,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,Training_11398410_KN95.csv 
0,0,0,0,0.01,0,0,0,0,1.75,0.47,1.24,1.95,2.26,0,0.97,0,0,0.28,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,Training_11398410_N95.csv 
0,0,0,0,0,0.07,0.26,0,0,0.89,0.86,0.28,0.43,0.54,1.52,0.57,0.32,0.9,0.68,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,Training_11398410_surgical.csv 
0,0.025,0,0,0,0,0.25,0,0,0.45,0.67,0.74,0.59,0.21,2.01,0.84,0,2.48,0.33,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,Training_11398410_surgical_blue.csv 
0,0,0,0,0,0,0.19,0,0,0.38,0.76,0.66,0.35,0.57,1.9,0.34,0.13,1.36,0.47,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,Training_11398410_surgical_green.csv 
0,0,1.57,0.4,0,0,1.9,1.96,0.5,1.82,1.18,1.26,0.73,1.29,1.2,0.14,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,Training_11403726_cloth.csv 
0,0.025,0.29,0,0.03,1.26,0,0.38,0,0,0.69,0.7,0.06,0.03,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,Training_11403726_gas.csv 
0,0.975,1.19,0.75,0.78,0,0,0,0,0.06,0,0.19,0.59,0.79,0,0,0,0.24,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,Training_11403726_inpaint.csv 
0,0.025,1.12,0.51,0,0,0.48,0.07,0,0,1.09,1.57,0.91,1.19,0.2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,Training_11403726_KN95.csv 
0,0,0,0,0,0.24,0.07,0.42,0.59,0,0.92,0.82,0.55,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Training_11403726_N95.csv 
0,0.025,0.84,0.28,0,0.04,0.13,0,0,0.47,0.66,0.82,0.9,0,0,0,0.02,0.48,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,Training_11403726_surgical.csv 
0,0.775,0.62,0.14,0,0.3,0.15,0.52,0.03,0.14,0.88,0.98,0.9,0,0.01,0,0.18,1.41,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,Training_11403726_surgical_blue.csv 
0,0.025,0.31,0.1,0.18,0.25,0.01,0.03,0.16,0.57,0.6,1.02,0.81,0,0,0,0.27,1.28,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,Training_11403726_surgical_green.csv 
0,0.875,0.11,0,0.14,0,0,0,0,0,0.57,0.56,1.12,2.09,1.01,0.5,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,Training_11477131_cloth.csv 
0,0.725,0.05,0,0.59,0.31,0.03,0.64,0.38,0.29,0,0,0.11,1.33,3.27,1.87,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,Training_11477131_empty.csv 
0,0.825,0.24,0,0.6,0,0,0.2,0,0.92,1.03,0,1.14,2.45,2.16,0,0,0.24,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,Training_11477131_gas.csv 
0,0.875,0.4,0,0.08,0,0.17,0.36,0,0,0.86,0.64,0.95,1.35,1.59,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,Training_11477131_KN95.csv 
0,0.825,0.01,0,0.52,0,0,0.01,0,1.71,0.19,0,0.55,2.38,0.06,0.14,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,1,0,Training_11477131_N95.csv 
0,0.775,1.03,0,0.17,0,0,0.52,0.24,0.87,0.1,0,0.72,0.21,0.46,0.13,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,Training_11477131_surgical.csv 
0,0.825,0.18,0,0.41,0,0.11,0.79,0.12,1.55,0.35,0.41,0.54,0.06,0.98,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,Training_11477131_surgical_blue.csv 
0,0.825,1.02,0,0.4,0,0,0.67,0.32,1.13,0,0,0.71,0.43,0,0.27,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,Training_11477131_surgical_green.csv 
0,0.975,1.09,0,0,0,0.88,0,0,0.64,0.13,1.75,0.18,0.79,1.74,1.24,0.27,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,Training_11497637_gas.csv 
0,0.875,1.21,0,0,0,0.14,0,0,0,0,0,0.16,1.12,0.28,0.05,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,Training_11497637_inpaint.csv 
0,0.875,0,0,0,0,1.04,0,0,0.97,1.15,0.25,0.61,0.21,0.24,0.6,0,0.49,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,Training_11497637_KN95.csv 
0,0,0.64,0,0,0,2.06,0,0.76,0,0.29,0.35,0.48,0.29,2.15,0.61,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,Training_11497637_surgical.csv 
