face, confidence, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c,File
0,0.975,0,0,0.49,0,0.82,1.5,0.82,0.9,0.5,0.61,0.45,0.31,2.8,0.79,0.29,0.88,0.07,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,Training_11946126_surgical_green.csv 
0,0.875,0,0,1.17,0,0.87,1.87,0.22,0.68,0.96,0.98,0.37,1.61,0.46,0.34,0,1.03,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,Training_12096769_cloth.csv 
0,0.875,0.89,0,2.07,1.22,1.32,2.44,1.53,0.86,1.48,2.32,0.46,1.17,0,0.14,0.42,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,Training_12096769_gas.csv 
0,0.875,0,0,1.41,0.13,1.43,2.75,0.91,0.46,0.14,0,0,0.13,0.71,0.23,0.21,2.69,0.02,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,Training_12096769_surgical.csv 
0,0.875,0,0,1.21,0,1.36,2.51,1.11,0.87,0.11,0.67,0,0,1.37,0.45,0.53,2.45,0.15,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,Training_12096769_surgical_green.csv 
0,0.975,0.17,0,0.16,0,0.6,0.89,0.72,1.62,0.47,0.22,0.98,2.4,1.57,0.97,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,Training_12525818_cloth.csv 
0,0.875,1.23,0,0.64,0,0.77,0.34,1.28,0.77,0,0.07,0.45,0,3.18,0.35,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,Training_12525818_surgical_green.csv 
0,0.825,0.18,0,0.78,0,0.88,1.13,0.68,0,1,0.83,0.86,1.51,0,0.78,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,Training_13647830_gas.csv 
0,0.775,0.44,0,0.36,0,0.35,0.29,0,0,0.34,1.3,0,0,1.2,0,0.27,1.64,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,Training_13647830_inpaint.csv 
0,0.575,0,0,0,0,0.59,0.44,0,0.01,0.69,0.27,0.77,1.79,1.47,0.98,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,Training_13647830_KN95.csv 
0,0.875,0.11,0,0.61,0,0.43,0,0.1,1.18,0.14,0,0.82,2.27,1.54,0.77,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,Training_13647830_N95.csv 
0,0.875,0,0,0,0,1.54,1.02,0.16,0.33,0.33,0,0.73,1.33,1.81,0.65,0,0.97,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,Training_13647830_surgical.csv 
0,0.875,0,0,0,0,1.74,0.54,0.27,0.98,0.76,0,0.26,0.58,2.27,0.59,0.02,1.87,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,Training_13647830_surgical_blue.csv 
0,0.875,0,0,0.06,0,1.34,0.54,0.25,0,0.3,0,0.55,0.62,2.1,0.8,0,0.67,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,Training_13647830_surgical_green.csv 
0,0.875,0,0,0.67,0,0,0,0.93,0.67,0.54,1.09,0.52,1.4,0,0.15,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,Training_13740441_gas.csv 
0,0.875,0,0,0.3,0,0.06,0.06,0,0,0.67,0.09,0.99,1.05,0.62,0.83,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,Training_13740441_KN95.csv 
0,0.875,0,0,0.97,0,0,0,1.23,0.95,0.37,2.39,0.75,1.75,0.6,0.45,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,Training_13740441_N95.csv 
0,0.875,0,0,0.39,0,0.55,0,1.1,0.65,0.37,0,0.8,0.66,1.9,0.38,0.1,1.16,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,Training_13740441_surgical_blue.csv 
0,0.875,0,0,0,0.74,0.61,0.67,0.41,0,1.07,0.7,0.28,2.04,0.14,0.57,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,Training_13902995_gas.csv 
0,0.025,0,0,0,0.5,0.74,1.14,0.8,0,0.53,0,0,0,0.14,0,0.2,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,Training_13902995_inpaint.csv 
0,0.825,0,0,0,0,0,0,0.05,0,0,0.99,0.8,0.15,0.51,0,0,0.1,0.06,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,Training_13902995_KN95.csv 
0,0.825,0,0,0.34,0,0.74,2.05,1.45,1.34,0,0,1.47,3.47,1.01,1.04,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,Training_13902995_N95.csv 
0,0.875,0,0,0,0,1.87,2.13,1.62,0.41,0.35,0,0.22,0,1.38,0.77,0.03,1.81,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,Training_13902995_surgical.csv 
0,0.875,0,0,0,0,1.97,1.36,1.47,0.28,0.36,0,0.27,0.27,1.56,0.58,0.05,1.02,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,Training_13902995_surgical_blue.csv 
0,0.875,0,0,0,0,1.89,1.59,1.59,0.84,0.42,0,0.17,0.12,1.25,0.58,0.25,2.02,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,Training_13902995_surgical_green.csv 
0,0.825,0,0,0.81,0.15,0,0,0,0,0,0.69,0.76,0,0.59,0,0,0.12,0.32,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,Training_14719775_inpaint.csv 
0,0,0,0,0,1.83,0,0,0.13,0.03,0.35,0,1.08,2.99,1.05,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,Training_14719775_KN95.csv 
0,0,0.21,0,0.51,0,0.34,0,0,0.8,0.92,0,0.64,0.03,0.34,0,0,0,0.45,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,Training_14719775_N95.csv 
0,0.875,0,0,0,1.89,0,0,0.49,0.08,0,0,0.67,0,0,0,0,1.2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Training_14719775_surgical.csv 
0,0.875,0.25,0,0,2.26,0,0,1.01,0,0,0,2.75,0,0,1.51,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,Training_14719775_surgical_blue.csv 
0,0.875,0.13,0,0,2.3,0,0,0.53,0.04,0,0,1.06,0,0.67,0.07,0,0.79,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Training_14719775_surgical_green.csv 
0,0,0.92,0,0,1.29,0.23,0,0,0.89,0.44,0.13,1.36,1.52,0.28,0.53,0,0,0.03,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,Training_15104479_inpaint.csv 
0,0.875,0.16,0,0,0.29,1.48,0,0.93,0,0.08,0,1.22,1.19,0.24,0.44,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,Training_15104479_KN95.csv 
0,0.675,0,0,0.32,0,0.79,0,2.31,1.66,0,0.69,1.48,2.99,1.56,0.7,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,Training_15104479_N95.csv 
0,0.875,0,0,0,0,2.04,1.39,1.65,0.15,0.36,0,0.42,0.68,2.22,0.65,0,0,0.22,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,Training_15104479_surgical.csv 
0,0.875,0,0,0,0,2.21,1.35,1.81,0.3,0.64,0,0.26,0.44,2.36,0.51,0.17,0.87,0.17,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,0,0,1,Training_15104479_surgical_green.csv 
0,0,0,0,0.83,0,0.63,1.73,0.15,0.99,1.01,1.72,1.18,2.51,1.02,0.56,0,0.66,0.76,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,Training_15293498_cloth.csv 
0,0,0,0,0.92,0.58,0.77,1.43,1.45,0.56,1.18,2.18,1.11,3.17,0.65,0.45,0,0.78,0.43,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,Training_15293498_gas.csv 
0,0,0,0,1.56,0.36,0.3,1.87,0.77,0.2,0.15,0,0,0,0.93,0.18,0.24,0,0.96,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,Training_15293498_inpaint.csv 
0,0,0,0,0.72,0,0.55,2.03,0.82,1.22,1.12,1.65,1.65,1.7,0.27,0.92,0,0.11,0.68,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,Training_15293498_KN95.csv 
0,0,0,0,1.3,0.35,0.8,2.3,1.19,1.86,1.58,2.4,1.29,1.77,0.29,0.83,0,0,0.31,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,Training_15293498_N95.csv 
0,0.875,0,0,1.14,0,1.39,2.51,1.15,0.78,0.38,0.86,0.75,0,0.66,0.37,0.51,0.35,1.17,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,Training_15293498_surgical.csv 
0,0.025,0,0,0.52,0,1.24,2.36,1.42,0.91,0.65,0.15,0.74,0,1.48,0,0.44,0.83,0.72,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,Training_15293498_surgical_blue.csv 
0,0.025,0,0,1.24,0,1.19,2.17,1.2,1.28,0.46,0.93,0.42,0,1.51,0.39,0.02,0,0.97,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,Training_15293498_surgical_green.csv 
0,0.975,0,0,0.02,0,0.59,1.69,0.51,1.28,0.65,0.83,0.76,1.26,1.35,0.27,0,0,0.31,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,1,1,Training_16203955_gas.csv 
0,0.025,0.77,0.26,0,0.3,0.29,0.04,0.2,0,0,0,0.69,0.48,0.79,0,0,0.64,0.6,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,Training_16203955_inpaint.csv 
0,0.875,0,0,0,1.8,1.34,0.62,1.65,0.81,0.05,0.19,1.19,1.21,1.15,0.23,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,Training_16203955_KN95.csv 
0,0.025,0,0,0,0,0.69,1.55,1.73,1.16,0.1,1.8,0.99,3.24,1,1.21,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,Training_16203955_N95.csv 
0,0.875,0,0,0,1.07,1.18,2.3,1.69,0,0.24,0.26,0.74,1.28,1.89,0.65,0.16,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,Training_16203955_surgical.csv 
0,0.875,0,0,0,0.49,1.29,2.12,1.66,0,0.46,0,0.91,0.35,0.47,0.81,0.14,0.04,0.26,0,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,Training_16203955_surgical_blue.csv 
0,0.025,0,0,0,0.76,1.06,1.73,1.11,0,0.34,0,0.41,1.06,1.41,1.12,0,0.15,0.22,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,Training_16203955_surgical_green.csv 
0,0.875,0,0,2.19,0,1.47,3.33,1.73,0.09,0.42,0,0.44,0.47,1.91,0.41,0,1.66,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,Training_16391066_surgical.csv 
0,0.875,0,0,1.68,0,2.04,3.06,1.41,0.43,0.46,0,0.42,0,2.85,0.59,0.04,3,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,Training_16391066_surgical_blue.csv 
0,0.875,0,0,2.03,0,1.71,3.25,1.65,0.22,0.61,0,0.39,0.56,2.26,0.33,0.04,2.02,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,Training_16391066_surgical_green.csv 
0,0.875,0.97,0.13,0.17,0.7,1.13,0.93,0.81,1.35,0.42,0,0.15,1.31,1.78,0.42,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,Training_16497482_surgical.csv 
0,0.875,0.79,0,0.13,0.37,1.23,2.07,0.86,0.95,0.33,0,0.45,0.72,2.31,0.77,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,Training_16497482_surgical_blue.csv 
0,0.975,0,0,0.06,0,0.8,1.95,0.32,0.66,0.8,0,0.89,1.24,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,Training_17174181_cloth.csv 
0,0.975,0,0,0.12,0,1.08,0.96,1.33,0,0,0,2.04,0,0,2.3,0,0,0.04,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,Training_17174181_empty.csv 
0,0.875,0,0,1.39,0,0.53,1.78,0.7,0.97,0.73,0.84,0.95,2.6,0.26,0.56,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,Training_17174181_gas.csv 
0,0.875,0.65,0,0.86,0.08,0.06,1.6,0.54,0,0.26,0.69,0,0,1.11,0,0.51,0.69,0.39,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,Training_17174181_inpaint.csv 
0,0.875,0,0,0.27,0,0.26,1.49,0.71,0,0.48,0.81,1.32,1.54,1.22,1.04,0,0,0.22,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,1,Training_17174181_KN95.csv 
0,0.875,0,0,1.35,0,0.7,1.53,1.14,0.28,0.06,0.74,1.09,2,0.97,0.25,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,Training_17174181_N95.csv 
0,0.875,0,0,0.62,0,1.41,2.26,1.74,0.31,0.41,0,0.55,0,1.18,0.58,0,0.56,0.16,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,Training_17174181_surgical.csv 
0,0.875,0,0,0.21,0,1.71,1.61,1.74,1.13,0.82,0,0.61,0.33,1.68,1.01,0.11,0.47,0.11,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,Training_17174181_surgical_blue.csv 
0,0.875,0,0,0.69,0,1.19,1.93,1.74,0.13,0.43,0,0.56,0,1.54,0.54,0.07,0.98,0.16,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,Training_17174181_surgical_green.csv 
0,0.925,0.32,0.3,0.59,0,0.01,0,0,0,0.53,1.18,0.93,1.28,0.96,0.58,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,Training_18375779_KN95.csv 
0,0.875,1.74,0.44,1.91,0,0,0,0,0.87,0.31,1.87,0.94,1.4,1.81,0.06,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,Training_18375779_N95.csv 
0,0.875,0,0,0.02,0,0.16,1.02,0.36,0,0,0,0,0,1.06,0.19,0,0,1.46,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,Training_19204784_inpaint.csv 
0,0.875,0,0,0,0,0,1.69,1.28,1.85,0.63,0,1.19,0,1.51,0,0,1.57,1.32,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,Training_19204784_KN95.csv 
0,0.525,0,0,0.2,0,0.29,1.96,1.81,2,0.83,1.5,1.19,0.33,1.49,0.61,0.25,0,0.92,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,1,Training_19204784_N95.csv 
0,0.025,0,0,0,0.69,0.88,2.17,1.69,0.15,0.12,0,0.17,0,2,0.11,0.09,0.84,1.34,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,Training_19204784_surgical.csv 
0,0.025,0,0,0,0.04,0.82,1.79,1.49,0.22,0.29,0,0.29,0,2.22,0.56,0.31,1.41,1.27,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,Training_19204784_surgical_green.csv 
0,0.875,0,0,0.85,1.15,1.13,4.11,0.64,0.81,0.73,1.28,0.88,1.87,1.99,0.41,0,0.93,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,Training_19915172_cloth.csv 
0,0.875,0,0,1.68,1.04,0.85,3.19,0.73,0.14,0.72,1.58,0.84,1.26,0.76,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,Training_19915172_gas.csv 
0,0.875,0,0,1.4,0.31,0.82,3.5,1.16,0,0,0.05,0,0,0.57,0.18,0.13,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,Training_19915172_inpaint.csv 
0,0.975,0,0,0.62,0.05,1.09,4,0.74,1.58,0.8,0.39,1.02,1.96,1.06,1.36,0,0.46,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,Training_19915172_KN95.csv 
0,0.875,0,0,1.51,0.87,0.69,2.98,1.44,1.66,0.3,0.91,1.23,2.86,1.18,0.71,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,Training_19915172_N95.csv 
0,0.875,0,0,1.24,0.09,1.41,3.35,1.63,1.66,0.26,0,0.68,0.58,1.33,0.29,0.01,0.75,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,Training_19915172_surgical.csv 
0,0.875,0,0,0.65,0.4,1.21,3.22,1.25,1.24,0.47,0.34,0.91,0.95,1.85,0.5,0,1.19,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,Training_19915172_surgical_blue.csv 
0,0.875,0,0,1.07,0.5,1.38,2.85,1.59,1.61,0.25,0,0.63,0.44,1.19,0.26,0.29,0.6,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,Training_19915172_surgical_green.csv 
0,0.875,0,0,0,0,0.7,2.21,0.05,0,0.91,1.48,1.29,2.98,1.02,0.63,0,0.87,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,Training_20322339_cloth.csv 
0,0.875,0.06,0,0,0,1.45,2.47,1.31,1.61,0,1.85,0.42,1.94,2.87,1.83,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,Training_20322339_empty.csv 
0,0.975,0.74,0,1.09,0,0.94,2.64,1.08,0.48,0.97,1.68,0.76,1.94,1.44,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,Training_20322339_gas.csv 
0,0.875,1.34,0,0.9,0,0.62,1.75,0.84,0,0.05,0.76,0,0,1.63,0,0.18,1.43,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,Training_20322339_inpaint.csv 
0,0.975,0,0,0,0,0.63,2.32,0.46,0.17,0.41,1.33,1.43,1.84,1.5,0.44,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,Training_20322339_KN95.csv 
0,0.025,0.59,0,0.74,0,0.75,2.17,0.74,0.6,0.2,0.1,0.82,1.74,0.98,0.81,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,Training_20322339_N95.csv 
0,0.875,0.03,0,0.2,0,0.8,2.09,1,0.2,0.36,0.71,0.83,0.7,2.42,0.46,0,1.5,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,0,0,Training_20322339_surgical.csv 
0,0.875,0.01,0,0.02,0,1.47,2.23,0.99,0.9,0.53,0.55,0.77,0.26,2.32,0.48,0.17,1.09,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,Training_20322339_surgical_blue.csv 
0,0.875,0.23,0,0.2,0,0.66,2.15,1.06,0.2,0.33,0.62,0.67,0.67,2.62,0.51,0.16,2.12,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,Training_20322339_surgical_green.csv 
0,0,0,0,0.23,0,0.08,1.52,0.06,0.32,0.86,0.92,1.59,2.47,1.45,0.59,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,Training_20381848_cloth.csv 
0,0,0.17,0.12,0.84,0.26,0,1.49,0.89,0.78,1.13,1.97,1.45,2,1.1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,Training_20381848_gas.csv 
0,0.875,0.8,1.04,0.91,0.47,0,0.97,0.17,0,0.08,0,0,0,0.85,0,0.28,1.37,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Training_20381848_inpaint.csv 
0,0.875,0.09,0,0,0.28,0.17,0,0,0.5,0.62,0,0.88,0,0,0.17,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Training_20381848_KN95.csv 
0,0,0.02,0.09,1.03,0,0,1.34,0.99,0.86,0.24,0,1.36,3.34,0.17,0.94,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0,Training_20381848_N95.csv 
0,0,0,0,0.37,0,0.64,1.75,0.84,0.97,0.45,0,0.66,0.67,2.14,1.03,0,1.03,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,Training_20381848_surgical.csv 
0,0.875,0,0,0,0,0.55,1.8,0.89,0.42,0.72,0,0.92,0.91,1.52,1.13,0,1.23,0,0,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,Training_20381848_surgical_blue.csv 
