face, confidence, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c,File
0,0.925,0,0.04,0.48,0,0.79,0.81,0.8,0.8,1.55,1.91,0.25,0,0.31,0.15,0.95,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,Training_11016029.csv 
0,0.875,0,0,0,0,1.1,2.57,0.72,0.89,1.42,0.76,0.2,0,0.68,0,1.13,0.11,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,Training_11019553.csv 
0,0.925,0.96,0,0.91,0,1.51,0.14,0,0.62,2,0.64,0,0,0,0,1.25,0,0.33,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,Training_11031032.csv 
0,0.875,0.62,0,0,0.09,1.81,0.83,0.46,0.54,2.24,1.15,0.09,0,0,0,1.6,0.56,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,Training_11039415.csv 
0,0.875,0,0,0,0,0.79,0,0.65,1.48,1.72,2.29,0,0,0.37,0,1.22,0.81,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,Training_11094228.csv 
0,0.925,1.29,0.01,0,0,0.42,0.83,0,1.61,1.03,2.2,0,0.39,0,0,0.53,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,Training_11149790.csv 
0,0.925,0,0,0,0,0.19,0,0,0.25,1.4,1.7,0,0,0.58,0,0.28,1.18,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,Training_11168767.csv 
0,0.975,0.45,0,0,0,0,0,0,0.73,0,0,0.21,0,0,0,0,0.36,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,Training_11181996.csv 
0,0.925,0,0,0.2,0,0.65,0,0.56,0.78,0,3.13,0.58,0.63,0,0.32,0,1.94,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,Training_11185664.csv 
0,0,0.51,0,0,0.6,0.31,1.61,0,0.49,2.05,1.03,0,0,0.16,0,0.62,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,Training_11190890.csv 
0,0.875,0.84,0.28,1.61,2.27,1.07,1.07,0,0.03,1.82,0.75,0.07,0,0.91,0.36,1.33,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,Training_11216019.csv 
0,0.975,1.6,0,1.09,0.81,0.85,0,0.09,1.77,1.28,1.64,0.69,0,0.32,0,1.72,0,0,1,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,Training_11240343.csv 
0,0.875,0.77,0,0,0,0.27,0.22,0.04,0.48,1.39,1.05,0,0,1.11,0,0.95,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,Training_11245840.csv 
0,0.975,0,0,0,0.17,0,0,0,0,1.05,0.52,0,0,0.32,0,0.45,0.4,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,Training_11270728.csv 
0,0.875,0,0,0,0,0.65,1.13,0.28,0.35,0.92,0.82,0,0,0,0,0.4,0.32,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,Training_11288571.csv 
0,0.875,0,0,0,0,0.34,0,0,0,1.29,0.35,0,0,0.49,0,0.51,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,Training_11309380.csv 
0,0.875,0,0,0,0.27,1.42,1.72,0.8,0.37,1.58,1.53,0,0,1.31,0,1.68,0.54,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,Training_11340610.csv 
0,0.925,0.02,0,0,0,0.89,1.79,0.6,0.49,1.31,0.52,0,0,0.64,0.1,0.52,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,Training_11375170.csv 
0,0.875,0,0,0,0.12,1.03,0.98,0.47,1.63,0.25,2.68,0.55,0.46,1.32,1.35,0.62,2.48,0.67,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,Training_11398666.csv 
0,0.925,0,0,0,0,0.57,0.22,0,0.78,1.78,0.16,0,0,0.71,0,1.59,1.53,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,Training_11405943.csv 
0,0,0.17,0,0.37,0,0,1.13,0,1.33,1.13,1.82,0,0.46,0,0.1,0.69,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,Training_11438813.csv 
0,0.875,0,0.36,0,0.53,0.19,0.3,0.38,1.81,1.33,1.68,0,1.08,0.39,0.3,0.65,0.59,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,Training_11446805.csv 
0,0.925,0.16,0,0,0,0.92,0,0,1.1,1.11,1.36,0,0,0.03,0,1.22,1.03,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,Training_11446974.csv 
0,0.925,0,0,0,0,0.61,0.99,0.88,1.39,1.44,0.6,0.24,0,0,0,0.94,0.46,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,Training_11500165.csv 
0,0.875,0.06,0.03,0,0,0.12,1.07,0,0.7,1.77,0.86,0,0,0,0,0.72,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,Training_11504047.csv 
0,0.875,1.24,0.12,1.98,0,1.88,0.79,1.46,1.28,1.71,1.43,0,0,1.07,0,1.27,0.1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,Training_1151951.csv 
0,0.975,0,0,0.24,0.62,0.02,0,0,0.62,1.91,1.85,0,0,1.7,0,1.25,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,Training_11531343.csv 
0,0,0.74,0,0,0.28,0,0,0,0,0.1,0.24,0,0,0.42,0,0.07,0.08,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Training_1154381.csv 
0,0.925,0.73,0.32,0,0,0.73,0.04,0,1.38,1.63,2.3,0,0,0,0,1.63,0,0.17,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,Training_11544741.csv 
0,0,0.62,0,0,0,1.66,1.28,0.27,0.38,1.63,0.63,0.39,0.2,0.26,0.07,0.99,0.15,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,Training_11546384.csv 
0,0.875,0.22,0,0,1.2,0,0,0,0,1.11,0.54,0,0,1.35,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,Training_11582824.csv 
0,0.975,0.58,0,0,0.19,1.26,1.97,0.81,0.88,1.99,1.65,0.16,0,0.51,0,1.83,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,Training_11643647.csv 
0,0.925,0.46,0,0.15,0.33,0.88,1.44,0.25,1.88,1.44,1.22,0,0.33,1.6,0,1.58,1.25,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,Training_11665151.csv 
0,0.875,0,0,0,0,1.1,1.83,0.73,0.39,1.42,0.98,0.07,0,0.85,0,0.81,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,Training_11679726.csv 
0,0.875,0,0,0.4,0,1.82,2.67,0,1.78,1.68,2.06,0.2,0,0.29,0.21,0.86,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,Training_11683181.csv 
0,0,1.29,0,0.41,0.53,0.38,1.5,0.6,2.46,0.63,1.52,0.22,0,1.83,0,0.27,0.77,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,Training_11698867.csv 
0,0.925,2.67,0.93,2.71,0.21,0,1.18,0.51,1.19,1.27,1.72,0.31,0,0.35,0.36,0.65,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,Training_11767725.csv 
0,0.875,1.43,0,2.03,0.16,1.56,4.34,0.43,0.29,1.56,0.75,0.08,0,0.86,0,1.57,0.5,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1,Training_11777303.csv 
0,0.875,0,0,0.81,0.52,1.84,3.59,1.89,1.02,1.7,0.79,0,0,0.8,0,1.31,0.87,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,Training_11793477.csv 
0,0.975,2.03,0.22,0,0,0.87,0.51,0,0.88,1.79,1.92,0,0,0.06,0,0.75,0.68,0,1,1,0,0,1,1,0,1,1,1,0,0,1,0,1,1,0,0,Training_11794387.csv 
0,0.875,0.83,0,0,0.66,0.34,0,0,0,1.12,2.62,0.28,0.8,0.91,0.41,0.42,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,Training_11798515.csv 
0,0,0.66,0,0,0,1.63,0.75,0,0.43,2.15,0.96,0,0.01,0.43,0.25,1.51,0.4,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,Training_11819129.csv 
0,0.975,0,0,0,0.01,1.09,2.36,0,0.52,1.18,0.67,0.21,0,0.73,0.43,1.38,1.07,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,Training_11826511.csv 
0,0,0,0,0.35,0,0,0.59,0.28,0.81,0,0.56,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,Training_11869640.csv 
0,0.925,0,0,0.7,0,0.97,0.97,0.53,0.65,1.38,1.33,0,0,1.36,0,0.72,0.86,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,1,0,1,Training_1193951.csv 
0,0.875,0,0.13,0,0,0,0,0.6,0,0.97,0,0.23,0,0.6,0,0.4,0.35,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,Training_1196542.csv 
0,0.875,0.04,0,0,0,0.58,1.01,0.93,0.67,1.26,0.86,0.16,0.28,1.99,0,0.8,0.3,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,Training_11977629.csv 
0,0.925,0.76,0.51,0,1.5,0.95,1.64,0,1.14,1.56,1.53,0,0,1.26,0,1.64,1.26,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,Training_11986560.csv 
0,0.875,0,0,0.16,0.41,0.65,0.27,0.44,0.23,1.07,1.72,0.2,0.06,0.48,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,Training_12004750.csv 
0,0.925,0.31,0,1.77,0,1.03,0,1.39,1.7,1.81,2.56,0.04,0,1.5,0,0.89,0.54,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,Training_12040648.csv 
0,0.975,0,0,1.51,1.33,0.17,0.44,0,0,0.85,1.12,0.22,0,1.67,0,0.62,0.68,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,Training_12042743.csv 
0,0.875,2.37,1.74,0,1.94,1.03,0,0,0.45,1.89,1.84,0,0.98,0.83,0,0.96,0.58,0,1,1,0,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,Training_12050002.csv 
0,0.875,0,0,0,0,1.2,0.7,0.1,0,0.84,0.52,0.73,0,1.28,0,0.03,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,Training_1206.csv 
0,0.975,0.24,0,0,0.33,1.34,0.96,1.06,0.36,1.95,1.19,0.33,0,1.3,0,0.83,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,Training_12072300.csv 
0,0,0,0.14,0.17,0,0.86,1.5,0.28,0.87,1.11,0.38,0,0,0.71,0,1.19,0.59,0.01,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,Training_12075476.csv 
0,0.875,0,0,0,0.09,0.23,1.49,0.56,0,0.39,0,0.04,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Training_12076274.csv 
0,0.925,0,0,0,0,1.01,0.71,0,1.14,1.77,0.7,0,0,0,0,0.98,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,Training_12084354.csv 
0,0.875,0.9,0,0.95,0.47,0.01,0.81,0,0.78,0.67,0.73,0,0,0,0,0.88,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,Training_12129551.csv 
0,0.875,1.3,0,0.93,0,0,0.45,0,0.07,0,0.17,0.39,0,0,0,0.03,0.64,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,Training_12140341.csv 
0,0,0,0,0,0,0.85,1.35,0.41,0.91,1.42,1.69,0,0,0.93,0.18,0.7,0.45,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,Training_12147206.csv 
0,0.875,0.11,0,0,0,1.73,1.74,0.23,1.31,1.95,1.47,0.09,0,2.06,0,1.71,0.42,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,Training_12198049.csv 
0,0.925,0.08,0,0,0,1.32,2.39,0.4,0.74,1.66,0.78,0.15,0,0.59,0,1.4,0.02,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,Training_1221706.csv 
0,0.875,0,0,0,0,0.63,1.5,0.55,0,1.48,1.59,0.49,0,0.22,0.62,0.3,0.54,0.35,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,Training_12219882.csv 
0,0,0.26,0.24,0,0,0.54,0.01,0.18,2.46,2.3,1.02,0.02,0.57,0.31,0,1.68,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,Training_123362.csv 
0,0.875,0.76,0,0.88,0,0.71,0.96,0.32,0.49,0.71,0.47,0.3,0,1.97,0,0.7,0.7,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,Training_12347448.csv 
0,0.875,0,0,0,0,0,0,0.1,0.31,2.03,0.24,0,0,0,0,0.94,0.02,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,Training_12408131.csv 
0,0.875,0,0,0,0.24,1.19,1.94,0,0.26,1.71,0.52,0.26,0,0.69,0,1.12,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,Training_12450130.csv 
0,0.875,1.23,0.26,0,0,0.71,0.43,0,0,1.52,0.43,0,0,0,0,0.81,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,Training_12451187.csv 
0,0.875,0.73,0,0.69,0.72,1.45,0,0,1.25,1.69,1.35,0.27,0,0.46,0.05,0.81,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,Training_12484695.csv 
0,0.875,0.05,0,0,0,0,0.44,0,0,0,0,0,0,0.19,0,0,0.92,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,Training_12514490.csv 
0,0,0.56,0,0,0.19,0.42,0,0.56,1.06,1.19,2.02,0,0,2.25,0.05,0.43,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,Training_12546313.csv 
0,0.875,0,0,0.29,0,0.71,1.28,0.09,0.49,1.51,0.34,0,0,1.3,0,1.2,0.62,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,Training_12558365.csv 
0,0,0,0,0,0,0.96,0.22,0,0.75,1.65,0.84,0,0,0.66,0,1.22,0.03,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,Training_12564595.csv 
0,0.925,0.08,0,1.18,0,1.62,0.99,0.67,0.64,1.32,1.56,0,0,0.57,0.08,0.74,0.66,0,0,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,Training_12602800.csv 
0,0.875,0.52,0.19,0.28,0,1.22,0.42,0.2,1.74,1.45,0.52,0.04,0,0.61,0,0.84,0.67,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,Training_12625147.csv 
0,0.975,0,0,0.4,0,1.72,0.2,1.71,1.3,2.1,0.59,0,0,0.57,0,1.56,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,Training_12632373.csv 
0,0,0.55,0,0,0.21,0.45,0.7,0.88,1.59,1.52,1.26,0.39,0,0,0,1.1,0.33,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,Training_12651558.csv 
0,0.925,0,0,0,0,0.57,1.12,0.44,1.66,1.32,0.86,0.5,0,0,0,1.81,0.71,0.26,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,Training_12666993.csv 
0,0.975,0,0,0,0,0.87,0.95,0.37,1.56,1.71,1.3,0,0,0.88,0,1.27,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,Training_12667569.csv 
0,0,0,0,0,0,0.01,0.49,0.5,0,0.3,0.66,0.05,0,0.26,0.34,0.54,0,0,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,Training_12694430.csv 
0,0.875,0.85,0.82,0,0.29,0.93,1.14,0.53,1.72,1.38,0.01,0,0,1.76,0,1.59,1.49,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,Training_12713631.csv 
0,0.875,0.09,0,0,1.08,0,0,0,0,0.32,0,0,0,0.14,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Training_12725663.csv 
0,0.925,0.12,0,0,0,0.6,0.38,0,0,1.77,1.16,0,0,0.45,0,0.93,0.43,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,Training_12725885.csv 
0,0.975,0.36,0,0.46,0,1.53,2.02,0.53,0.86,0.87,0,0,0,0,0.37,0.97,0.51,0,1,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,Training_12741453.csv 
0,0.925,1.08,0,0,0,0,0,0,0.06,0.75,0,0,0,0,0,0.93,0.72,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,Training_1278231.csv 
0,0.925,1.17,0.37,1.16,1.33,1.68,1.91,0.33,0.35,2.01,1.38,0,0,0.84,0,1.32,0.89,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,Training_12797817.csv 
0,0.875,0,0,0,0,0,0.99,0.52,0,0.93,0,0.21,0,0.08,0.24,0.07,0.38,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0,0,1,Training_12807736.csv 
0,0,0.76,0,0.17,0,0.45,0,0.16,1.6,0.45,2.34,0.64,0.24,1.14,0,0.66,0.75,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,Training_12858675.csv 
0,0.875,0.14,0,0.29,0,0,0,0,0.86,0.64,0,0,0,0.94,0,0.56,0.47,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,Training_12870214.csv 
0,0.875,1.5,0,0,0.56,0.54,0,0.44,1.49,1.49,3.94,0,0,1.3,0.27,1.19,0.95,0.01,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,Training_12885006.csv 
0,0.875,0,0.12,0.2,0.24,0.46,0.5,0,0.87,1.06,2.87,0.15,0.6,0.62,0.06,0.32,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,Training_12893339.csv 
0,0.875,0.09,0,0,0,0.84,0.45,0.3,1.03,1.39,0.47,0.86,0,0.7,0,0.89,0.14,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,Training_12911440.csv 
0,0,0,0,0,0,0,0.22,0,0,0.53,0.11,0,0.33,0.78,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,Training_12918469.csv 
0,0,0,0,0,0,1.3,0.66,0,0.56,0.93,1.21,0.03,0,0,0,1.73,1.79,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,Training_12925472.csv 
0,0.925,0,0,0.13,0,1.65,2.27,0.45,1.38,2.01,1.05,0.14,0,0.94,0,1.92,0.26,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,Training_12978551.csv 
0,0.875,0,0,0,0,0.36,0.26,0,0,1.51,0,0.14,0,1.05,0,0.84,0.76,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,Training_12980224.csv 
